timestamp,comment,message,cleaned_comment,toxic,severe_toxic,obscene,threat,insult,identity_hate,is_toxic
2025-07-08 10:39:27,zampakto ,W,zampakto,0.013558659702539444,0.00014459878730122,0.0007398287998512387,0.00016593607142567635,0.0006145815132185817,0.0003290005261078477,False
2025-07-08 10:39:31,harish,mods,harish,0.0025919124018400908,0.00010649098840076476,0.00024653589935041964,9.287612192565575e-05,0.00026722843176685274,0.00020811095600947738,False
2025-07-08 10:39:35,BHARGAV GG,utha liya:_hahaha::_hahaha:,bhargav gg,0.14638562500476837,0.0012132058618590236,0.02289848029613495,0.0012194273294880986,0.013355851173400879,0.01069717388600111,False
2025-07-08 10:39:35,VIKRANT SINGH🚀,joyboy khelra itne time baadh kya baat hai,vikrant singh,0.004776081070303917,0.000111628498416394,0.0003729660820681602,0.00011887103028129786,0.00034936913289129734,0.00024235481396317482,False
2025-07-08 10:39:37,Utkarsh ,Power to hai Snax army me,utkarsh,0.006778763607144356,0.0001409854885423556,0.0005166922346688807,0.00010920440399786457,0.0004805369535461068,0.00025940497289411724,False
2025-07-08 10:39:38,Narendra Prathap Singh ⚕️,mods ne turant ban kr diya :moai:,narendra prathap singh,0.0038057828787714243,9.82290439424105e-05,0.0002792727027554065,0.00010472327267052606,0.00031370975193567574,0.00023428165877703577,False
2025-07-08 10:39:40,Tushar Mahrana,W mods,tushar mahrana,0.0053086914122104645,0.00011598668061196804,0.0003537898592185229,0.00012640247587114573,0.00034280665568076074,0.00026589390472508967,False
2025-07-08 10:39:46,Karan Pawar,ye kon tha be,karan pawar,0.0018562308978289366,0.00010170555469812825,0.00020369696721900254,9.775641228770837e-05,0.00023685059568379074,0.00019022189371753484,False
2025-07-08 10:39:47,PhoeniXoG🚀,Hemant bhai :heart_suit:,phoenixog,0.0029526366852223873,0.00011198459105798975,0.00037898242590017617,9.543457417748868e-05,0.00024098128778859973,0.0001572629698785022,False
2025-07-08 10:39:49,Abrar Bhat,W mods,abrar bhat,0.0036974612157791853,0.00011259942402830347,0.0003030667139682919,9.759732347447425e-05,0.0003186717804055661,0.00025918567553162575,False
2025-07-08 10:39:50,Patty,w,patty,0.0009335734648630023,0.00010700411803554744,0.00018451359937898815,0.00010239725816063583,0.00018070869555231184,0.0001464574015699327,False
2025-07-08 10:39:52,Nishant,w mods,nishant,0.026304999366402626,0.00020385142124723643,0.0015588150126859546,0.00023739002062939107,0.0008830357110127807,0.0006488659419119358,False
2025-07-08 10:39:53,ez4rishi,W mods,ez4rishi,0.005159520544111729,0.0001010904015856795,0.0003295115602668375,0.00011708994134096429,0.000301091349683702,0.00021509559883270413,False
2025-07-08 10:39:53,GaMe ON VaRuN,w,game on varun,0.0019075659802183509,9.518863225821406e-05,0.00024547360953874886,0.00010028533142758533,0.00019892236741725355,0.00014210640802048147,False
